artist,song,year,popularity,genre
DJ Ötzi,Hey Baby (Radio Mix),2010,58,"pop, Dance/Electronic"
Alesso,Years - ラジオ・エディット,2012,0,"pop, Dance/Electronic"
Alexandra Stan,Mr. Saxobeat,2011,0,"pop, Dance/Electronic"
AlunaGeorge,I'm In Control,2016,0,"pop, Dance/Electronic"
Axwell /\ Ingrosso,More Than You Know,2017,0,"pop, Dance/Electronic"
Basement Jaxx,Romeo,2001,0,"pop, Dance/Electronic"
Basement Jaxx,Good Luck,2003,0,"pop, Dance/Electronic"
Cheat Codes,Sex,2016,0,"pop, Dance/Electronic"
Clean Bandit,Symphony (feat. Zara Larsson),2017,0,"pop, Dance/Electronic"
Eric Prydz,Proper Education - Radio Edit,2007,0,"pop, Dance/Electronic"
Fedde Le Grand,Put Your Hands Up For Detroit - Radio Edit,2015,0,"pop, Dance/Electronic"
Jonas Blue,Perfect Strangers,2016,0,"pop, Dance/Electronic"
Kesha,C'Mon,2012,0,"pop, Dance/Electronic"
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,2016,0,"pop, Dance/Electronic"
Kygo,Stole the Show,2016,0,"pop, Dance/Electronic"
Lorde,Team,2013,0,"pop, Dance/Electronic"
Loud Luxury,Body (feat. brando),2017,0,"pop, Dance/Electronic"
Mabel,Mad Love,2019,0,"pop, Dance/Electronic"
Martin Garrix,Animals - Radio Edit,2013,0,"pop, Dance/Electronic"
Martin Jensen,Solo Dance,2016,0,"pop, Dance/Electronic"
Olly Murs,Troublemaker (feat. Flo Rida),2012,0,"pop, Dance/Electronic"
Olly Murs,Up (feat. Demi Lovato),2014,0,"pop, Dance/Electronic"
Olly Murs,Wrapped Up (feat. Travie McCoy),2014,0,"pop, Dance/Electronic"
Otto Knows,Million Voices - Radio Edit,2012,0,"pop, Dance/Electronic"
Robyn,Dancing On My Own,2010,0,"pop, Dance/Electronic"
The Chainsmokers,#SELFIE - Original Mix,2014,0,"pop, Dance/Electronic"
Tiësto,Red Lights,2013,0,"pop, Dance/Electronic"
Tiësto,Wasted,2014,0,"pop, Dance/Electronic"
Tim Berg,Seek Bromance - Avicii’s Vocal Edit,2010,0,"pop, Dance/Electronic"
Tove Lo,Cool Girl,2016,0,"pop, Dance/Electronic"
Years & Years,King,2015,0,"pop, Dance/Electronic"
Zara Larsson,Lush Life,2015,0,"pop, Dance/Electronic"
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",2016,0,"pop, Dance/Electronic"
Bingo Players,Get Up (Rattle) - Vocal Edit,2013,1,"pop, Dance/Electronic"
Jonas Blue,Fast Car,2015,1,"pop, Dance/Electronic"
Avicii,Hey Brother,2013,2,"pop, Dance/Electronic"
Lauv,i'm so tired...,2019,2,"pop, Dance/Electronic"
Avicii,Wake Me Up,2013,6,"pop, Dance/Electronic"
Lorde,Homemade Dynamite - REMIX,2017,8,"pop, Dance/Electronic"
The Wanted,All Time Low,2010,18,"pop, Dance/Electronic"
Duke Dumont,Need U (100%) [feat. A*M*E] - Radio Edit,2013,27,"pop, Dance/Electronic"
Lost Frequencies,Are You With Me - Radio Edit,2014,33,"pop, Dance/Electronic"
Robyn,With Every Heartbeat,2005,36,"pop, Dance/Electronic"
Rachel Stevens,Sweet Dreams My LA Ex - Radio Edit,2003,38,"pop, Dance/Electronic"
Fedde Le Grand,Put Your Hands Up for Detroit - Radio Edit,2015,39,"pop, Dance/Electronic"
Armand Van Helden,My My My - Radio Edit,2006,40,"pop, Dance/Electronic"
Example,Changed the Way You Kiss Me - Radio Edit,2011,42,"pop, Dance/Electronic"
Mis-Teeq,All I Want - Sunship Radio Edit,2004,46,"pop, Dance/Electronic"
Scooter,The Logical Song,2013,46,"pop, Dance/Electronic"
Sigala,Sweet Lovin' - Radio Edit,2015,46,"pop, Dance/Electronic"
Hayden James,NUMB,2019,47,"pop, Dance/Electronic"
Kylie Minogue,I Believe in You,2004,47,"pop, Dance/Electronic"
Kylie Minogue,Wow,2007,47,"pop, Dance/Electronic"
Scooter,Nessaja,2013,47,"pop, Dance/Electronic"
Martin Solveig,Intoxicated - New Radio Mix,2015,48,"pop, Dance/Electronic"
Starley,Call on Me - Ryan Riback Remix,2016,48,"pop, Dance/Electronic"
Bob Sinclar,Love Generation - Radio Edit,2005,49,"pop, Dance/Electronic"
Charli XCX,Boom Clap,2014,49,"pop, Dance/Electronic"
Girls Aloud,Something Kinda Ooooh,2012,49,"pop, Dance/Electronic"
Fragma,Everytime You Need Me - Radio Version,2001,50,"pop, Dance/Electronic"
Klingande,Jubel - Radio Edit,2013,50,"pop, Dance/Electronic"
MARINA,How to Be a Heartbreaker,2012,50,"pop, Dance/Electronic"
Alok,Hear Me Now,2016,51,"pop, Dance/Electronic"
Icona Pop,I Love It,2012,51,"pop, Dance/Electronic"
Jonas Blue,Mama,2017,51,"pop, Dance/Electronic"
Lykke Li,I Follow Rivers - The Magician Remix,2011,51,"pop, Dance/Electronic"
Alesso,Heroes (we could be),2014,52,"pop, Dance/Electronic"
DEV,In The Dark,2012,52,"pop, Dance/Electronic"
Avicii,Silhouettes - Original Radio Edit,2012,53,"pop, Dance/Electronic"
Avicii,Lonely Together (feat. Rita Ora),2017,53,"pop, Dance/Electronic"
Faithless,We Come 1 - Radio Edit,2015,53,"pop, Dance/Electronic"
Sam Sparro,Black & Gold - Radio Edit,2008,53,"pop, Dance/Electronic"
Steps,It's the Way You Make Me Feel,2000,53,"pop, Dance/Electronic"
Disclosure,White Noise,2013,54,"pop, Dance/Electronic"
Holly Valance,Kiss Kiss,2002,54,"pop, Dance/Electronic"
M.O,Bad Vibe,2018,54,"pop, Dance/Electronic"
Melanie C,I Turn To You,1999,54,"pop, Dance/Electronic"
Moloko,The Time Is Now,2000,54,"pop, Dance/Electronic"
Pixie Lott,"Mama Do (Uh Oh, Uh Oh)",2009,54,"pop, Dance/Electronic"
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,2010,54,"pop, Dance/Electronic"
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,2012,55,"pop, Dance/Electronic"
Kylie Minogue,Spinning Around,2000,55,"pop, Dance/Electronic"
Kylie Minogue,Spinning Around,2000,55,"pop, Dance/Electronic"
Kylie Minogue,Love at First Sight,2001,55,"pop, Dance/Electronic"
Years & Years,Shine,2015,55,"pop, Dance/Electronic"
Anne-Marie,Alarm,2016,57,"pop, Dance/Electronic"
Anne-Marie,Ciao Adios,2017,57,"pop, Dance/Electronic"
Zara Larsson,I Would Like,2017,57,"pop, Dance/Electronic"
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,2012,58,"pop, Dance/Electronic"
Girls Aloud,Sound Of The Underground,2003,58,"pop, Dance/Electronic"
The Veronicas,Untouched,2005,58,"pop, Dance/Electronic"
Girls Aloud,Love Machine,2004,59,"pop, Dance/Electronic"
La Roux,In For The Kill,2009,59,"pop, Dance/Electronic"
Mis-Teeq,Scandalous - U.S. Radio Edit,2004,59,"pop, Dance/Electronic"
Olly Murs,Dear Darlin',2012,59,"pop, Dance/Electronic"
Tinchy Stryder,Number 1,2009,59,"pop, Dance/Electronic"
Ultrabeat,Pretty Green Eyes - Radio Edit,2003,59,"pop, Dance/Electronic"
ZAYN,PILLOWTALK,2016,59,"pop, Dance/Electronic"
Clean Bandit,Tears (feat. Louisa Johnson),2016,60,"pop, Dance/Electronic"
Girls Aloud,Jump,2003,60,"pop, Dance/Electronic"
Gorgon City,Ready For Your Love,2014,61,"pop, Dance/Electronic"
Kesha,Blah Blah Blah (feat. 3OH!3),2010,61,"pop, Dance/Electronic"
Melanie C,Never Be The Same Again,1999,61,"pop, Dance/Electronic"
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),2011,61,"pop, Dance/Electronic"
The Saturdays,Higher,2010,61,"pop, Dance/Electronic"
The Saturdays,What About Us,2013,61,"pop, Dance/Electronic"
Big Shaq,Man's Not Hot,2017,62,"pop, Dance/Electronic"
Kylie Minogue,In Your Eyes,2001,62,"pop, Dance/Electronic"
Nicole Scherzinger,Don't Hold Your Breath,2011,62,"pop, Dance/Electronic"
Sigma,Nobody To Love - Radio Edit,2014,62,"pop, Dance/Electronic"
Sophie Ellis-Bextor,Murder On The Dancefloor,2002,62,"pop, Dance/Electronic"
DJ Fresh,Gold Dust - Radio Edit,2010,63,"pop, Dance/Electronic"
Ella Henderson,Ghost,2014,63,"pop, Dance/Electronic"
Example,Kickstarts,2010,63,"pop, Dance/Electronic"
Joel Corry,Sorry,2019,63,"pop, Dance/Electronic"
Selena Gomez & The Scene,Naturally,2009,63,"pop, Dance/Electronic"
Swedish House Mafia,One (Your Name) - Radio Edit,2010,63,"pop, Dance/Electronic"
Kiesza,Hideaway,2014,64,"pop, Dance/Electronic"
Rudimental,Feel the Love (feat. John Newman),2013,64,"pop, Dance/Electronic"
Sigala,Wish You Well,2019,64,"pop, Dance/Electronic"
Agnes,Release Me,2009,65,"pop, Dance/Electronic"
Cheryl,Fight For This Love,2009,65,"pop, Dance/Electronic"
Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),2009,65,"pop, Dance/Electronic"
Eric Prydz,Pjanoo - Radio Edit,2008,65,"pop, Dance/Electronic"
MK,17,2017,65,"pop, Dance/Electronic"
Philip George,Wish You Were Mine - Radio Edit,2014,65,"pop, Dance/Electronic"
September,Cry for You,2007,65,"pop, Dance/Electronic"
September,Cry for You,2007,65,"pop, Dance/Electronic"
Swedish House Mafia,Save The World,2011,65,"pop, Dance/Electronic"
Armin van Buuren,This Is What It Feels Like,2013,66,"pop, Dance/Electronic"
Benny Benassi,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,2003,66,"pop, Dance/Electronic"
Deorro,Five More Hours,2015,66,"pop, Dance/Electronic"
MØ,Final Song,2016,66,"pop, Dance/Electronic"
Rudimental,Waiting All Night (feat. Ella Eyre),2013,66,"pop, Dance/Electronic"
Sigala,Easy Love,2018,66,"pop, Dance/Electronic"
Tove Lo,Talking Body,2014,66,"pop, Dance/Electronic"
Tove Lo,Talking Body,2014,66,"pop, Dance/Electronic"
Cher Lloyd,Want U Back,2011,67,"pop, Dance/Electronic"
Duke Dumont,I Got U,2014,67,"pop, Dance/Electronic"
Galantis,No Money,2016,67,"pop, Dance/Electronic"
Jonas Blue,Fast Car,2015,67,"pop, Dance/Electronic"
Oliver Heldens,Gecko (Overdrive) - Radio Edit,2014,67,"pop, Dance/Electronic"
Zara Larsson,Ain't My Fault,2017,67,"pop, Dance/Electronic"
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,2012,68,"pop, Dance/Electronic"
Cheat Codes,No Promises (feat. Demi Lovato),2017,68,"pop, Dance/Electronic"
Icona Pop,I Love It (feat. Charli XCX),2013,68,"pop, Dance/Electronic"
Kesha,Take It Off,2010,68,"pop, Dance/Electronic"
Klangkarussell,Sonnentanz - Sun Don't Shine,2014,68,"pop, Dance/Electronic"
Sebastian Ingrosso,Reload - Radio Edit,2013,68,"pop, Dance/Electronic"
Bob Sinclar,Rock This Party - Everybody Dance Now,2006,69,"pop, Dance/Electronic"
Darude,Sandstorm,2001,69,"pop, Dance/Electronic"
Kesha,Your Love Is My Drug,2010,69,"pop, Dance/Electronic"
Kesha,Blow,2010,69,"pop, Dance/Electronic"
Sam Feldt,Post Malone (feat. RANI),2019,69,"pop, Dance/Electronic"
The Chainsmokers,Sick Boy,2018,69,"pop, Dance/Electronic"
The Wanted,Chasing The Sun,2012,69,"pop, Dance/Electronic"
Cobra Starship,You Make Me Feel... (feat. Sabi),2011,70,"pop, Dance/Electronic"
Jonas Blue,Rise,2018,70,"pop, Dance/Electronic"
Mike Perry,The Ocean (feat. Shy Martin),2016,70,"pop, Dance/Electronic"
Avicii,SOS (feat. Aloe Blacc),2019,71,"pop, Dance/Electronic"
Clean Bandit,Solo (feat. Demi Lovato),2018,71,"pop, Dance/Electronic"
Kesha,We R Who We R,2010,71,"pop, Dance/Electronic"
La Roux,Bulletproof,2009,71,"pop, Dance/Electronic"
Marshmello,Alone,2016,71,"pop, Dance/Electronic"
Marshmello,Spotlight,2018,71,"pop, Dance/Electronic"
Clean Bandit,Rather Be (feat. Jess Glynne),2014,72,"pop, Dance/Electronic"
Eric Prydz,Call on Me - Radio Mix,2004,72,"pop, Dance/Electronic"
Halsey,Bad At Love,2017,72,"pop, Dance/Electronic"
Route 94,My Love (feat. Jess Glynne),2014,72,"pop, Dance/Electronic"
Tiësto,Jackie Chan,2018,72,"pop, Dance/Electronic"
Kylie Minogue,Can't Get You out of My Head,2001,73,"pop, Dance/Electronic"
Marshmello,One Thing Right,2019,73,"pop, Dance/Electronic"
The Chainsmokers,Roses,2015,73,"pop, Dance/Electronic"
The Chainsmokers,Paris,2017,73,"pop, Dance/Electronic"
The Chainsmokers,This Feeling,2018,73,"pop, Dance/Electronic"
Zara Larsson,Never Forget You,2017,73,"pop, Dance/Electronic"
Disclosure,Latch,2013,74,"pop, Dance/Electronic"
Disclosure,Latch,2013,74,"pop, Dance/Electronic"
Galantis,Runaway (U & I),2015,74,"pop, Dance/Electronic"
Jack Ü,Where Are Ü Now (with Justin Bieber),2015,74,"pop, Dance/Electronic"
Kygo,Stole the Show,2016,74,"pop, Dance/Electronic"
Tove Lo,Habits (Stay High),2014,74,"pop, Dance/Electronic"
Bazzi,Mine,2018,75,"pop, Dance/Electronic"
Billie Eilish,bury a friend,2019,75,"pop, Dance/Electronic"
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),2016,75,"pop, Dance/Electronic"
Kygo,It Ain't Me (with Selena Gomez),2017,75,"pop, Dance/Electronic"
MEDUZA,Piece Of Your Heart,2019,75,"pop, Dance/Electronic"
Kygo,Firestone,2016,76,"pop, Dance/Electronic"
Lorde,Team,2013,76,"pop, Dance/Electronic"
Martin Garrix,In the Name of Love,2016,76,"pop, Dance/Electronic"
Robin Schulz,Sugar (feat. Francesco Yates),2015,76,"pop, Dance/Electronic"
Selena Gomez & The Scene,Who Says,2011,76,"pop, Dance/Electronic"
Swedish House Mafia,Don't You Worry Child - Radio Edit,2012,76,"pop, Dance/Electronic"
Avicii,Levels - Radio Edit,2011,77,"pop, Dance/Electronic"
Avicii,Without You (feat. Sandro Cavazza),2017,77,"pop, Dance/Electronic"
Halsey,Without Me,2018,77,"pop, Dance/Electronic"
Lorde,Royals,2013,77,"pop, Dance/Electronic"
Mabel,Don't Call Me Up,2019,77,"pop, Dance/Electronic"
Martin Garrix,Scared to Be Lonely,2017,77,"pop, Dance/Electronic"
The Wanted,Glad You Came,2011,77,"pop, Dance/Electronic"
ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,2017,77,"pop, Dance/Electronic"
Carly Rae Jepsen,Call Me Maybe,2012,78,"pop, Dance/Electronic"
Dynoro,In My Mind,2018,78,"pop, Dance/Electronic"
Kesha,Die Young,2012,78,"pop, Dance/Electronic"
MARINA,Primadonna,2012,78,"pop, Dance/Electronic"
Marshmello,FRIENDS,2018,78,"pop, Dance/Electronic"
Avicii,Waiting For Love,2015,79,"pop, Dance/Electronic"
Selena Gomez & The Scene,Love You Like A Love Song,2011,79,"pop, Dance/Electronic"
The Chainsmokers,Don't Let Me Down,2016,79,"pop, Dance/Electronic"
Anne-Marie,2002,2018,80,"pop, Dance/Electronic"
Kesha,TiK ToK,2010,80,"pop, Dance/Electronic"
Marshmello,Silence,2017,80,"pop, Dance/Electronic"
Lauv,I Like Me Better,2018,81,"pop, Dance/Electronic"
Regard,Ride It,2019,81,"pop, Dance/Electronic"
Marshmello,Happier,2018,82,"pop, Dance/Electronic"
Billie Eilish,bad guy,2019,83,"pop, Dance/Electronic"
The Chainsmokers,Closer,2016,83,"pop, Dance/Electronic"
The Chainsmokers,Something Just Like This,2017,83,"pop, Dance/Electronic"
Billie Eilish,Bored,2017,84,"pop, Dance/Electronic"
Avicii,The Nights,2014,85,"pop, Dance/Electronic"
Billie Eilish,lovely (with Khalid),2018,86,"pop, Dance/Electronic"
Billie Eilish,lovely (with Khalid),2018,86,"pop, Dance/Electronic"
Faith Hill,There You'll Be,2001,60,"pop, country"
LeAnn Rimes,I Need You,2001,61,"pop, country"
Carrie Underwood,Blown Away,2012,63,"pop, country"
Lady A,Just A Kiss,2011,63,"pop, country"
LeAnn Rimes,Can't Fight The Moonlight,2001,65,"pop, country"
Faith Hill,Breathe,1999,66,"pop, country"
Lady A,Need You Now,2010,73,"pop, country"
Carrie Underwood,Before He Cheats,2005,76,"pop, country"
Ariana Grande,Break Free,2014,0,pop
Ariana Grande,Side To Side,2016,0,pop
Ariana Grande,Dangerous Woman,2016,0,pop
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],2012,0,pop
Avril Lavigne,Here's to Never Growing Up,2013,0,pop
Britney Spears,Work B**ch,2013,0,pop
Capital Cities,Safe And Sound,2013,0,pop
Charlie Puth,Attention,2017,0,pop
Demi Lovato,Cool for the Summer,2015,0,pop
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),2012,0,pop
James Blunt,Bonfire Heart,2013,0,pop
JLS,Beat Again - Radio Edit,2009,0,pop
Justin Bieber,Love Yourself,2015,0,pop
Justin Bieber,Friends (with BloodPop®),2017,0,pop
Katy Perry,Unconditionally,2013,0,pop
Lana Del Rey,Lust for Life (with The Weeknd),2017,0,pop
Little Mix,Wings,2012,0,pop
Mark Ronson,Valerie (feat. Amy Winehouse) - Version Revisited,2007,0,pop
Maroon 5,Maps,2014,0,pop
Maroon 5,Sugar,2014,0,pop
Maroon 5,Cold (feat. Future),2017,0,pop
Miley Cyrus,See You Again,2007,0,pop
Miley Cyrus,Can't Be Tamed,2010,0,pop
Nick Jonas,Jealous - Remix,2014,0,pop
One Direction,Live While We're Young,2012,0,pop
P!nk,Stupid Girls,2006,0,pop
P!nk,Who Knew,2006,0,pop
P!nk,U + Ur Hand,2006,0,pop
Selena Gomez,Good For You,2015,0,pop
Shawn Mendes,There's Nothing Holdin' Me Back,2017,0,pop
Shawn Mendes,Mercy,2017,0,pop
Stromae,Papaoutai,2013,0,pop
Westlife,The Rose,2006,0,pop
5 Seconds of Summer,Easier,2019,1,pop
BLACKPINK,Kill This Love,2019,1,pop
Camila Cabello,Havana (feat. Young Thug),2017,1,pop
Gigi D'Agostino,L'Amour Toujours,2011,1,pop
Liam Payne,Strip That Down,2017,1,pop
Little Mix,Black Magic,2015,1,pop
Little Mix,Shout Out to My Ex,2017,1,pop
Shayne Ward,That's My Goal,2006,1,pop
Shayne Ward,No Promises,2006,1,pop
Westlife,You Raise Me Up,2005,1,pop
Natasha Bedingfield,Unwritten,2004,2,pop
Ariana Grande,Into You,2016,3,pop
Ava Max,So Am I,2019,4,pop
Ava Max,Sweet but Psycho,2018,7,pop
Akon,Locked Up,2004,16,pop
Akon,Lonely,2004,21,pop
Akon,Bananza (Belly Dancer),2004,28,pop
BTS,Boy With Luv (feat. Halsey),2019,35,pop
Gareth Gates,Unchained Melody,2003,35,pop
Nick Lachey,What's Left Of Me,2006,37,pop
JLS,Everybody in Love,2013,39,pop
t.A.T.u.,All The Things She Said,2020,39,pop
Angie Martinez,If I Could Go! (feat. Lil' Mo & Sacario),2019,40,pop
INNA,Hot - Play & Win Radio Version,2010,42,pop
Liberty X,Just A Little,2019,43,pop
Samantha Mumba,Gotta Tell You,2018,43,pop
Dido,White Flag,2003,44,pop
Dido,White Flag,2003,44,pop
*NSYNC,Gone,2001,45,pop
Big Brovaz,Nu Flow,2001,45,pop
Adam Lambert,Ghost Town,2015,46,pop
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,2002,46,pop
Mark Ronson,Stop Me (feat. Daniel Merriweather),2007,46,pop
Matt Cardle,When We Collide,2011,46,pop
Orson,No Tomorrow,2006,46,pop
P!nk,Sober,2010,46,pop
Charli Baltimore,Down 4 U,2002,47,pop
Five,Let's Dance - Radio Edit,2001,47,pop
Birdy,Wings,2013,48,pop
Blue,U Make Me Wanna - Radio Edit,2003,48,pop
Katy Perry,Waking Up In Vegas,2008,49,pop
*NSYNC,Girlfriend,2001,50,pop
Alesha Dixon,The Boy Does Nothing,2008,51,pop
Kris Allen,Live Like We're Dying,2009,51,pop
Akon,Don't Matter,2006,52,pop
P!nk,Most Girls,2000,52,pop
A1,Caught in the Middle,2001,53,pop
Akon,I Wanna Love You,2006,53,pop
Britney Spears,My Prerogative,2004,53,pop
Gareth Gates,Anyone of Us (Stupid Mistake),2003,53,pop
Lana Del Rey,Born To Die,2012,53,pop
Lily Allen,The Fear,2009,53,pop
Madonna,Don't Tell Me,2000,53,pop
Madonna,Die Another Day,2003,53,pop
Delta Goodrem,Born to Try,2003,54,pop
Delta Goodrem,Lost Without You,2003,54,pop
Emma Bunton,What Took You So Long?,2001,54,pop
Lily Allen,Not Fair,2009,54,pop
Savage Garden,Crash and Burn,1999,54,pop
Taylor Swift,Bad Blood,2014,54,pop
Bomfunk MC's,Freestyler,2000,55,pop
P!nk,There You Go,2000,55,pop
Taylor Swift,You Belong With Me,2008,55,pop
Will Young,Leave Right Now,2003,55,pop
Will Young,Leave Right Now,2003,55,pop
Anastacia,Sick and Tired,1999,56,pop
Ashlee Simpson,Pieces Of Me,2004,56,pop
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,2002,56,pop
Eiffel 65,Move Your Body - Gabry Ponte Original Radio Edit,1999,56,pop
O-Zone,Dragostea Din Tei,2004,56,pop
Adam Lambert,Whataya Want from Me,2009,57,pop
Alexandra Burke,Bad Boys (feat. Flo Rida),2009,57,pop
Blue,Sorry Seems To Be The Hardest Word,2004,57,pop
Doja Cat,Juicy,2019,57,pop
Infernal,From Paris to Berlin,2004,57,pop
Justin Timberlake,LoveStoned / I Think She Knows (Interlude),2006,57,pop
Madonna,Give It 2 Me,2008,57,pop
MIKA,Love Today,2006,57,pop
Take That,The Flood,2010,57,pop
Westlife,Mandy,2003,57,pop
Akon,Smack That,2006,58,pop
Atomic Kitten,Eternal Flame - Single Version,2001,58,pop
Avril Lavigne,Don't Tell Me,2004,58,pop
Blue,If You Come Back,2001,58,pop
Britney Spears,Born to Make You Happy,1999,58,pop
Britney Spears,"I'm Not a Girl, Not Yet a Woman",2001,58,pop
Daniel Bedingfield,If You're Not The One,2002,58,pop
Daniel Bedingfield,If You're Not The One,2002,58,pop
Madonna,Music,2000,58,pop
Madonna,American Pie,2000,58,pop
Selena Gomez,The Heart Wants What It Wants,2014,58,pop
Take That,Rule The World - Radio Edit,2007,58,pop
Vengaboys,Shalala Lala,2000,58,pop
Britney Spears,Me Against the Music (feat. Madonna) - LP Version / Video Mix,2003,59,pop
Céline Dion,A New Day Has Come - Radio Remix,2001,59,pop
Christina Perri,human,2013,59,pop
Keane,Is It Any Wonder?,2006,59,pop
Lemaitre,Closer,2017,59,pop
OneRepublic,Stop And Stare,2007,59,pop
OneRepublic,Love Runs Out,2014,59,pop
Taylor Swift,I Knew You Were Trouble.,2012,59,pop
*NSYNC,It's Gonna Be Me,2000,60,pop
Blue,One Love,2002,60,pop
Charlene Soraia,Wherever You Will Go,2011,60,pop
Katy Perry,This Is How We Do,2013,60,pop
P!nk,Don't Let Me Get Me - Radio Edit,2001,60,pop
P!nk,F**kin' Perfect,2010,60,pop
S Club 7,Have You Ever,2001,60,pop
Avril Lavigne,Nobody's Home,2004,61,pop
Britney Spears,Overprotected - Radio Edit,2001,61,pop
Britney Spears,Break the Ice,2007,61,pop
Christina Aguilera,I Turn to You,1999,61,pop
Christina Aguilera,Can't Hold Us Down (feat. Lil' Kim),2002,61,pop
Dua Lipa,New Rules,2017,61,pop
Madonna,Sorry,2005,61,pop
Special D.,Come With Me - Radio Edit,2004,61,pop
Taylor Swift,Style,2014,61,pop
The Vamps,Middle Of The Night,2017,61,pop
All Saints,Pure Shores,2000,62,pop
Boys Like Girls,The Great Escape,2007,62,pop
Charlie Puth,Dangerously,2016,62,pop
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),2016,62,pop
Geri Halliwell,It's Raining Men,2001,62,pop
Justin Timberlake,Like I Love You,2002,62,pop
Labrinth,Earthquake (feat. Tinie Tempah),2012,62,pop
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),2018,62,pop
Maroon 5,Makes Me Wonder,2007,62,pop
Natasha Bedingfield,Pocketful of Sunshine,2008,62,pop
OneRepublic,Counting Stars,2014,62,pop
Ryan Cabrera,TRUE,2004,62,pop
Sam Smith,Money On My Mind,2014,62,pop
Sonique,It Feels So Good,2000,62,pop
Alexandra Burke,Hallelujah,2009,63,pop
Backstreet Boys,Incomplete,2005,63,pop
Basshunter,Now You're Gone - Video Edit,2008,63,pop
Blue,All Rise,2001,63,pop
Britney Spears,Everytime,2003,63,pop
Christina Aguilera,Ain't No Other Man,2006,63,pop
DJ Sammy,Heaven,2002,63,pop
Ed Sheeran,Antisocial (with Travis Scott),2019,63,pop
Justin Bieber,Boyfriend,2012,63,pop
S Club 7,Don't Stop Movin',2001,63,pop
Anastacia,I'm Outta Love - Radio Edit,1999,64,pop
Boys Like Girls,Love Drunk,2009,64,pop
Britney Spears,Piece of Me,2007,64,pop
Céline Dion,That's the Way It Is,1999,64,pop
Charlie Puth,The Way I Am,2018,64,pop
Christina Aguilera,Come on over Baby (All I Want Is You) - Radio Version,1999,64,pop
Demi Lovato,Confident,2015,64,pop
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),2019,64,pop
G.R.L.,Ugly Heart,2014,64,pop
Gigi D'Agostino,The Riddle,1999,64,pop
OneRepublic,Rich Love (with Seeb),2017,64,pop
Selena Gomez,Kill Em With Kindness,2015,64,pop
Selena Gomez,The Heart Wants What It Wants,2014,64,pop
Take That,Patience,2006,64,pop
Take That,Patience,2006,64,pop
*NSYNC,Bye Bye Bye,2000,65,pop
Akon,Beautiful,2008,65,pop
Anastacia,Left Outside Alone,2004,65,pop
Ariana Grande,The Way,2013,65,pop
Atomic Kitten,The Tide Is High - Radio Mix,2002,65,pop
Basshunter,All I Ever Wanted - Radio Edit,2008,65,pop
Britney Spears,Lucky,2000,65,pop
Britney Spears,Till the World Ends,2011,65,pop
Camila Cabello,Liar,2019,65,pop
Dua Lipa,Hotter Than Hell,2017,65,pop
Gary Jules,Mad World (Feat. Michael Andrews),2001,65,pop
Jamiroquai,Little L,2001,65,pop
Katy Perry,E.T.,2012,65,pop
Katy Perry,Wide Awake,2012,65,pop
Lasgo,Something,2001,65,pop
OneRepublic,All The Right Moves,2009,65,pop
Taylor Swift,Back To December,2010,65,pop
Atomic Kitten,Whole Again,2001,66,pop
Britney Spears,I Wanna Go,2011,66,pop
Christina Aguilera,Candyman,2006,66,pop
Ed Sheeran,Take Me Back to London (feat. Stormzy),2019,66,pop
Edward Maya,Stereo Love - Radio Edit,2010,66,pop
Edward Maya,Stereo Love - Radio Edit,2010,66,pop
Justin Timberlake,Summer Love,2006,66,pop
Lana Del Rey,Ride,2012,66,pop
Mario Winans,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,2016,66,pop
Maroon 5,Daylight,2012,66,pop
One Direction,One Way or Another (Teenage Kicks),2013,66,pop
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",2015,66,pop
Charlie Puth,Done for Me (feat. Kehlani),2018,67,pop
Christina Aguilera,Fighter,2002,67,pop
Crazy Frog,Axel F,2005,67,pop
David Archuleta,Crush,2008,67,pop
James Blunt,Goodbye My Lover,2005,67,pop
Junior Senior,Move Your Feet,2002,67,pop
Justin Bieber,As Long As You Love Me,2012,67,pop
Justin Timberlake,Suit & Tie (feat. Jay-Z),2013,67,pop
Lady Gaga,Alejandro,2009,67,pop
